year,nuts_id,nuts_year_spec,eurostat_private_non_profit_rd_workforce_data
2010,UKC1,2010,29960000.0
2010,UKC2,2010,3731000.0
2010,UKD1,2010,350000.0
2010,UKD3,2010,466000.0
2010,UKD4,2010,3264000.0
2010,UKD6,2010,933000.0
2010,UKD7,2010,816000.0
2010,UKE1,2010,0.0
2010,UKE2,2010,0.0
2010,UKE3,2010,2098000.0
2010,UKE4,2010,0.0
2010,UKF1,2010,117000.0
2010,UKF2,2010,5363000.0
2010,UKF3,2010,0.0
2010,UKG1,2010,3731000.0
2010,UKG2,2010,1865000.0
2010,UKG3,2010,466000.0
2010,UKH1,2010,305782000.0
2010,UKH2,2010,27512000.0
2010,UKH3,2010,0.0
2010,UKJ1,2010,75192000.0
2010,UKJ2,2010,88016000.0
2010,UKJ3,2010,466000.0
2010,UKJ4,2010,0.0
2010,UKK1,2010,1982000.0
2010,UKK2,2010,583000.0
2010,UKK3,2010,0.0
2010,UKK4,2010,13523000.0
2010,UKL1,2010,2098000.0
2010,UKL2,2010,583000.0
2010,UKM2,2010,8160000.0
2010,UKM3,2010,350000.0
2010,UKM5,2010,0.0
2010,UKM6,2010,5246000.0
2010,UKN0,2010,466000.0
2011,UKC1,2013,22468000.0
2011,UKC2,2013,2765000.0
2011,UKD1,2013,230000.0
2011,UKD3,2013,346000.0
2011,UKD4,2013,2420000.0
2011,UKD6,2013,691000.0
2011,UKD7,2013,576000.0
2011,UKE1,2013,0.0
2011,UKE2,2013,0.0
2011,UKE3,2013,1613000.0
2011,UKE4,2013,0.0
2011,UKF1,2013,115000.0
2011,UKF2,2013,4033000.0000000005
2011,UKF3,2013,0.0
2011,UKG1,2013,2765000.0
2011,UKG2,2013,1383000.0
2011,UKG3,2013,346000.0
2011,UKH1,2013,229404000.0
2011,UKH2,2013,20625000.0
2011,UKH3,2013,0.0
2011,UKI3,2013,117410000.0
2011,UKI4,2013,11061000.0
2011,UKI5,2013,0.0
2011,UKI6,2013,0.0
2011,UKI7,2013,5761000.0
2011,UKJ1,2013,56458000.0
2011,UKJ2,2013,66021000.0
2011,UKJ3,2013,346000.0
2011,UKJ4,2013,0.0
2011,UKK1,2013,1498000.0
2011,UKK2,2013,461000.0
2011,UKK3,2013,0.0
2011,UKK4,2013,10139000.0
2011,UKL1,2013,1613000.0
2011,UKL2,2013,461000.0
2011,UKM2,2013,6107000.0
2011,UKM3,2013,230000.0
2011,UKM5,2013,0.0
2011,UKM6,2013,3918000.0
2011,UKN0,2013,346000.0
2012,UKC1,2013,24911000.0
2012,UKC2,2013,3083000.0
2012,UKD1,2013,247000.0
2012,UKD3,2013,370000.0
2012,UKD4,2013,2713000.0
2012,UKD6,2013,740000.0
2012,UKD7,2013,617000.0
2012,UKE1,2013,0.0
2012,UKE2,2013,0.0
2012,UKE3,2013,1850000.0
2012,UKE4,2013,0.0
2012,UKF1,2013,123000.0
2012,UKF2,2013,4440000.0
2012,UKF3,2013,0.0
2012,UKG1,2013,3083000.0
2012,UKG2,2013,1480000.0
2012,UKG3,2013,370000.0
2012,UKH1,2013,254779000.0
2012,UKH2,2013,22938000.0
2012,UKH3,2013,0.0
2012,UKI3,2013,130348999.99999999
2012,UKI4,2013,12332000.0
2012,UKI5,2013,0.0
2012,UKI6,2013,0.0
2012,UKI7,2013,6413000.0
2012,UKJ1,2013,62646000.0
2012,UKJ2,2013,73375000.0
2012,UKJ3,2013,370000.0
2012,UKJ4,2013,0.0
2012,UKK1,2013,1603000.0
2012,UKK2,2013,617000.0
2012,UKK3,2013,0.0
2012,UKK4,2013,11222000.0
2012,UKL1,2013,1850000.0
2012,UKL2,2013,493000.0
2012,UKM2,2013,6783000.0
2012,UKM3,2013,247000.0
2012,UKM5,2013,0.0
2012,UKM6,2013,4316000.0
2012,UKN0,2013,370000.0
2013,UKE2,2013,118000.0
2013,UKE3,2013,1648000.0
2013,UKF2,2013,2473000.0
2013,UKH1,2013,225833000.0
2013,UKJ1,2013,10008000.0
2013,UKJ2,2013,13423000.0
2013,UKK3,2013,0.0
2013,UKK4,2013,15660000.0
2013,UKM2,2013,4357000.0
2013,UKM5,2013,0.0
2014,UKC1,2016,18112000.0
2014,UKC2,2016,2481000.0
2014,UKD1,2016,0.0
2014,UKD3,2016,248000.0
2014,UKD4,2016,124000.0
2014,UKD6,2016,372000.0
2014,UKD7,2016,53343000.0
2014,UKE1,2016,0.0
2014,UKE2,2016,124000.0
2014,UKE3,2016,1861000.0
2014,UKE4,2016,3722000.0
2014,UKF1,2016,124000.0
2014,UKF2,2016,2853000.0
2014,UKF3,2016,0.0
2014,UKG1,2016,124000.0
2014,UKG2,2016,248000.0
2014,UKG3,2016,124000.0
2014,UKH1,2016,254435000.0
2014,UKH2,2016,88699000.0
2014,UKH3,2016,1613000.0
2014,UKI3,2016,118968000.0
2014,UKI4,2016,3722000.0
2014,UKI5,2016,0.0
2014,UKI6,2016,73192000.0
2014,UKI7,2016,0.0
2014,UKJ1,2016,11289000.0
2014,UKJ2,2016,15135000.0
2014,UKJ3,2016,744000.0
2014,UKJ4,2016,124000.0
2014,UKK1,2016,1489000.0
2014,UKK2,2016,3846000.0
2014,UKK3,2016,0.0
2014,UKK4,2016,17616000.0
2014,UKL1,2016,1861000.0
2014,UKL2,2016,124000.0
2014,UKM2,2016,4962000.0
2014,UKM3,2016,248000.0
2014,UKM5,2016,0.0
2014,UKM6,2016,5210000.0
2014,UKM7,2016,4962000.0
2014,UKM8,2016,248000.0
2014,UKM9,2016,0.0
2014,UKN0,2016,124000.0
2015,UKC1,2016,46294000.0
2015,UKC2,2016,1378000.0
2015,UKD1,2016,0.0
2015,UKD3,2016,276000.0
2015,UKD4,2016,0.0
2015,UKD6,2016,413000.0
2015,UKD7,2016,413000.0
2015,UKE1,2016,0.0
2015,UKE2,2016,0.0
2015,UKE3,2016,4960000.0
2015,UKE4,2016,138000.0
2015,UKF1,2016,0.0
2015,UKF2,2016,2342000.0
2015,UKF3,2016,0.0
2015,UKI3,2016,144255000.0
2015,UKI4,2016,13089000.0
2015,UKI5,2016,1378000.0
2015,UKI6,2016,37200000.0
2015,UKI7,2016,65858000.00000001
2015,UKJ1,2016,18049000.0
2015,UKJ2,2016,96859000.0
2015,UKJ3,2016,6062000.0
2015,UKJ4,2016,0.0
2015,UKK1,2016,1240000.0
2015,UKK2,2016,3720000.0
2015,UKK3,2016,0.0
2015,UKK4,2016,21631000.0
2015,UKM2,2016,6200000.0
2015,UKM3,2016,33067000.0
2015,UKM5,2016,0.0
2015,UKM6,2016,4685000.0
2015,UKM7,2016,6200000.0
2015,UKM8,2016,33067000.0
2015,UKM9,2016,0.0
2016,UKC1,2016,45150000.0
2016,UKC2,2016,1342000.0
2016,UKD1,2016,0.0
2016,UKD3,2016,244000.0
2016,UKD4,2016,0.0
2016,UKD6,2016,488000.0
2016,UKD7,2016,366000.0
2016,UKE1,2016,0.0
2016,UKE2,2016,0.0
2016,UKE3,2016,4759000.0
2016,UKE4,2016,122000.0
2016,UKF1,2016,0.0
2016,UKF2,2016,2197000.0
2016,UKF3,2016,0.0
2016,UKI3,2016,140696000.0
2016,UKI4,2016,12813000.0
2016,UKI5,2016,1342000.0
2016,UKI6,2016,36364000.0
2016,UKI7,2016,64186000.00000001
2016,UKJ1,2016,17572000.0
2016,UKJ2,2016,94448000.0
2016,UKJ3,2016,5979000.0
2016,UKJ4,2016,0.0
2016,UKK1,2016,1098000.0
2016,UKK2,2016,3539000.0
2016,UKK3,2016,0.0
2016,UKK4,2016,21110000.0
2016,UKM2,2016,5979000.0
2016,UKM3,2016,32215000.000000004
2016,UKM5,2016,0.0
2016,UKM6,2016,4637000.0
2016,UKM7,2016,5979000.0
2016,UKM8,2016,32215000.000000004
2016,UKM9,2016,0.0
2017,UKE1,2016,0.0
2017,UKE2,2016,0.0
2017,UKE3,2016,3536000.0
2017,UKE4,2016,114000.0
2017,UKF1,2016,0.0
2017,UKF2,2016,2509000.0
2017,UKF3,2016,0.0
2017,UKI3,2016,202578000.0
2017,UKI4,2016,18478000.0
2017,UKI5,2016,2053000.0
2017,UKI6,2016,52355000.0
2017,UKI7,2016,92506000.0
2017,UKJ1,2016,14486000.0
2017,UKJ2,2016,77906000.0
2017,UKJ3,2016,4905000.0
2017,UKJ4,2016,0.0
2017,UKK1,2016,798000.0
2017,UKK2,2016,2624000.0
2017,UKK3,2016,0.0
2017,UKK4,2016,15171000.0
2017,UKM2,2016,6274000.0
2017,UKM3,2016,33877000.0
2017,UKM5,2016,0.0
2017,UKM6,2016,4905000.0
2017,UKM7,2016,6274000.0
2017,UKM8,2016,33877000.0
2017,UKM9,2016,0.0
2018,UKE1,2016,0.0
2018,UKE2,2016,0.0
2018,UKE3,2016,3730000.0
2018,UKE4,2016,113000.0
2018,UKF1,2016,0.0
2018,UKF2,2016,2713000.0
2018,UKF3,2016,0.0
2018,UKG1,2016,0.0
2018,UKG2,2016,2035000.0000000002
2018,UKG3,2016,10964000.0
2018,UKH1,2016,209789000.0
2018,UKH2,2016,74263000.0
2018,UKH3,2016,0.0
2018,UKI3,2016,219170000.0
2018,UKI4,2016,20007000.0
2018,UKI5,2016,2148000.0
2018,UKI6,2016,56629000.0
2018,UKI7,2016,100147000.0
2018,UKJ1,2016,15712000.0
2018,UKJ2,2016,84209000.0
2018,UKJ3,2016,5313000.0
2018,UKJ4,2016,0.0
2018,UKK1,2016,904000.0
2018,UKK2,2016,2826000.0
2018,UKK3,2016,0.0
2018,UKK4,2016,16503000.0
2018,UKM5,2016,0.0
2018,UKM6,2016,5200000.0
2018,UKM7,2016,6895000.0
2018,UKM8,2016,36623000.0
2018,UKM9,2016,0.0
